dateTime,temperature
2016-05-20 06:19:46,-99
2016-07-08 22:57:39,-78
2016-12-15 00:30:07,-78
2016-12-04 20:28:55,142
2017-09-26 11:59:29,44
2016-02-12 12:11:27,78
2017-07-17 05:57:07,46
2016-02-12 10:55:51,91
2017-06-18 14:04:40,23
2016-11-09 13:23:26,-71
2016-04-12 17:43:19,106
2015-11-19 16:27:56,-40
2017-08-18 15:56:41,62
2015-12-28 03:57:39,-112
2017-08-08 01:21:50,-60
2017-05-15 22:15:57,-35
2015-12-06 22:19:07,-110
2017-02-16 22:37:21,-117
2017-02-25 09:28:24,-96
2016-01-18 19:41:16,-48
2016-06-07 18:16:47,109
2016-08-06 02:16:02,-98
2017-07-13 20:58:19,73
2016-01-20 09:02:55,-66
2016-03-10 17:09:52,-145
2017-09-21 06:35:01,125
2017-08-27 00:40:09,31
2015-12-09 13:33:15,76
2016-09-21 12:39:15,-44
2016-10-31 04:43:02,88
2017-02-25 14:04:09,85
2016-03-11 04:30:50,-138
2017-06-02 04:41:24,-73
2017-05-10 07:58:55,53
2017-09-08 19:17:09,46
2017-01-22 12:41:31,43
2015-11-27 19:38:45,-53
2017-07-11 14:31:11,149
2016-08-23 13:41:55,-85
2016-12-27 10:28:35,118
2017-08-18 10:42:32,-6
2017-06-28 12:11:03,48
2016-03-26 14:31:04,-70
2017-02-18 07:19:52,-24
2015-12-09 02:10:32,51
2016-05-28 17:18:14,-34
2016-06-14 16:00:51,110
2016-09-24 16:55:55,-137
2016-04-13 20:39:16,-116
2017-08-22 05:16:18,-114
2016-04-25 05:27:23,-31
2016-11-29 07:51:27,-68
2017-09-22 20:51:44,138
2016-10-22 17:53:40,-45
2016-04-14 16:34:28,44
2017-03-10 22:52:32,25
2016-04-29 21:25:38,-69
2016-05-05 04:58:15,-41
2017-07-19 06:22:14,-51
2016-02-23 07:28:42,-102
2016-12-10 09:50:32,-84
2016-08-25 09:09:21,138
2017-01-07 10:48:39,130
2016-04-22 11:27:41,27
2017-10-17 09:42:43,146
2016-01-17 17:30:16,-63
2017-07-19 13:27:10,-16
2016-10-06 22:16:22,-129
2016-08-13 17:21:46,-28
2017-09-12 04:43:51,-6
2017-05-01 04:07:31,57
2016-09-10 04:27:31,-86
2017-07-31 13:52:12,-103
2017-05-08 08:16:42,-66
2016-09-19 03:37:27,95
2016-01-14 16:36:19,77
2017-08-16 03:29:08,-74
2016-10-13 21:36:41,129
2017-04-23 02:48:49,-19
2016-10-15 07:59:17,-39
2017-09-20 12:51:38,-29
2016-07-04 19:13:29,63
2016-12-26 17:39:19,148
2016-01-26 17:36:00,-133
2016-08-21 04:39:37,93
2017-08-02 12:24:43,-71
2017-05-02 20:07:09,-141
2016-12-21 19:54:19,-11
2016-06-17 10:51:55,-35
2017-10-25 14:21:53,102
2016-03-20 02:57:28,-31
2015-12-08 03:48:03,146
2016-07-13 18:30:49,54
2017-10-04 02:25:25,82
2016-01-17 14:37:52,-113
2017-08-23 20:13:05,-134
2017-05-04 15:46:04,3
2017-01-11 09:19:05,47
2017-09-21 08:36:29,-42
2016-03-18 20:04:41,-38
2016-02-10 07:58:49,-1
2017-05-09 14:27:05,101
2016-07-23 01:32:43,146
2016-05-11 14:35:18,-32
2016-11-27 09:57:00,-45
2016-01-06 07:50:11,-95
2017-05-19 23:42:32,-122
2017-06-11 23:19:42,-57
2016-09-08 06:23:23,112
2017-02-23 21:23:23,139
2015-11-26 07:39:12,-102
2017-07-23 05:18:35,-38
2016-06-15 14:04:39,-117
2017-06-13 05:37:25,-64
2015-12-20 07:07:19,-121
2016-05-10 13:39:40,59
2017-09-27 01:26:30,109
2016-10-15 16:42:10,-23
2016-05-05 22:35:42,-57
2017-10-29 00:08:13,-130
2017-08-09 20:18:17,123
2016-07-09 23:51:13,-28
2017-09-24 20:04:04,-84
2017-04-06 11:42:01,142
2016-11-18 21:15:00,17
2016-11-12 12:12:53,-85
2016-03-07 15:23:06,113
2016-04-18 18:12:05,-47
2016-02-03 23:25:10,48
2017-07-17 05:27:00,-124
2017-04-01 03:59:45,-150
2016-10-17 17:23:56,-147
2016-05-05 19:40:22,26
2017-05-21 00:05:37,-108
2016-03-16 07:57:00,94
2017-01-13 23:36:11,-28
2016-09-07 18:56:35,134
2016-01-04 12:59:54,-27
2015-12-30 12:21:53,-128
2017-05-25 05:41:22,-139
2017-01-01 12:13:42,-91
2017-02-12 06:16:27,93
2016-03-28 13:42:05,64
2016-10-10 21:56:02,-93
2015-12-02 08:30:23,108
2016-11-12 17:25:59,-13
2016-06-24 12:35:32,-122
2016-09-03 18:46:58,67
2016-05-24 05:44:02,13
2015-11-22 23:40:34,55
2017-11-09 12:32:35,-130
2016-01-18 15:11:47,-135
2017-05-03 01:45:07,137
2017-01-17 00:09:44,56
2017-08-11 06:55:37,82
2017-09-08 09:48:33,103
2017-08-19 01:51:07,134
2016-11-17 15:44:10,125
2017-01-29 00:53:04,-69
2017-10-07 19:50:00,-19
2016-06-16 21:25:29,-136
2017-04-07 07:16:12,58
2016-04-14 16:03:41,46
2016-12-03 18:16:33,-91
2016-10-24 10:15:28,135
2017-05-30 23:33:14,-25
2017-06-06 19:25:28,-89
2016-07-21 14:35:36,16
2015-12-22 16:14:59,-106
2017-09-02 00:02:53,-66
2016-12-07 17:34:21,71
2017-09-04 11:11:29,-98
2017-01-04 04:14:43,-70
2017-10-02 04:23:58,-85
2017-05-24 18:31:35,77
2016-01-11 19:01:17,-95
2016-01-31 04:08:36,-38
2017-01-04 07:07:34,93
2016-11-12 21:30:29,-80
2017-10-24 04:46:24,-57
2017-06-03 22:47:47,41
2016-04-05 03:12:38,-97
2016-03-10 19:52:40,16
2017-08-16 06:02:55,-135
2017-02-13 21:33:19,100
2017-01-31 12:34:04,78
2016-12-18 03:56:04,-86
2017-02-06 20:48:51,47
2016-05-01 08:59:18,32
2017-03-19 23:59:05,-38
2016-06-13 00:51:13,-126
2017-09-25 09:05:34,11
2016-04-18 20:35:08,-137
2015-11-26 19:12:09,-146
2016-06-27 16:17:50,51
2016-10-02 13:11:40,-96
2016-04-08 22:19:20,-49
2016-06-21 12:31:51,42
2017-10-08 03:06:27,34
2017-10-14 12:02:13,-131
2016-04-10 03:14:33,-25
2016-11-14 05:37:25,112
2017-10-02 18:05:22,-73
2016-07-18 13:17:55,57
2016-11-30 09:36:55,11
2017-04-25 17:39:16,-136
2016-05-29 22:50:40,9
2016-01-08 07:20:32,-18
2016-09-01 09:19:55,-141
2016-05-28 10:32:27,-51
2016-01-08 05:51:00,-67
2016-04-11 07:38:49,-74
2017-04-15 12:46:19,34
2016-10-12 10:38:45,-89
2016-05-06 15:11:06,-7
2017-08-19 00:03:42,-137
2017-06-17 12:48:49,113
2016-11-03 17:57:40,-8
2017-09-09 21:18:01,147
2016-12-02 10:49:52,-37
2017-09-24 22:20:37,123
2017-02-27 00:16:12,12
2016-01-16 11:01:19,-106
2017-11-10 07:54:47,-2
2017-05-13 14:34:35,114
2017-05-29 05:50:22,117
2017-07-21 05:03:42,-137
2015-12-23 05:25:47,-19
2017-11-10 00:11:25,-112
2016-10-14 12:22:05,-69
2015-11-23 14:48:46,-64
2015-12-09 08:41:56,75
2016-03-11 21:26:30,-1
2016-10-22 09:08:09,94
2017-05-23 09:57:24,-126
2016-11-24 13:07:16,-119
2016-10-03 12:30:14,107
2016-10-16 17:37:37,-146
2017-06-05 04:58:13,-96
2016-02-02 22:02:05,3
2017-06-17 13:34:44,-61
2015-12-23 20:21:05,133
2016-08-29 14:40:58,-94
2016-01-14 18:35:46,20
2016-06-25 14:34:44,-138
2016-08-27 09:55:47,-56
2016-05-04 01:08:02,-60
2017-05-02 18:50:25,-116
2017-01-26 00:19:48,123
2017-01-13 04:26:14,-141
2016-07-20 03:24:27,99
2017-08-10 14:28:46,101
2017-09-06 16:12:12,-51
2016-06-24 07:17:12,-122
2015-12-28 15:20:38,-149
2017-01-25 21:08:03,84
2015-12-05 05:08:36,51
2017-10-06 00:49:36,-101
2017-01-04 06:29:34,21
2016-06-07 22:29:03,-81
2017-07-15 03:12:05,-40
2016-01-05 04:44:05,-35
2016-03-09 16:05:18,148
2017-04-07 18:53:54,-20
2016-07-25 20:00:43,-2
2016-06-02 09:48:04,118
2016-06-03 07:26:29,-10
2015-12-02 01:55:00,52
2016-04-03 10:23:30,76
2017-09-08 13:27:25,37
2017-06-16 07:22:07,65
2017-06-06 02:33:06,145
2016-07-10 15:25:25,101
2017-07-28 02:26:59,-72
2017-01-05 11:35:53,-136
2016-04-13 23:43:53,-135
2016-03-29 11:45:14,60
2016-03-29 08:01:29,-112
2016-10-13 16:32:28,4
2016-01-22 00:39:23,73
2017-04-14 09:42:34,109
2017-05-27 04:28:23,-1
2017-04-29 04:24:17,0
2016-03-20 00:55:21,37
2016-03-24 18:43:26,1
2017-09-07 05:59:24,77
2017-06-01 20:31:48,106
2017-09-04 20:06:49,-17
2017-08-30 00:34:09,-95
2016-06-30 20:35:47,46
2017-10-28 20:32:54,58
2016-02-03 21:15:40,120
2017-10-07 07:53:55,-38
2016-08-11 06:06:08,122
2017-09-04 14:04:30,17
2016-02-13 23:03:51,-95
2017-09-14 01:38:06,-66
2017-06-09 19:16:10,47
2015-11-13 09:14:32,-95
2017-05-20 20:40:29,-2
2016-11-02 17:52:53,36
2017-05-20 08:44:36,-92
2016-12-18 00:57:31,30
2016-01-04 12:50:21,113
2015-12-04 13:17:20,4
2017-10-09 06:08:43,48
2017-10-21 03:26:13,69
2017-08-13 17:53:34,-133
2017-03-10 19:53:31,-59
2016-05-21 11:52:28,48
2017-09-01 02:27:05,46
2016-01-18 12:58:34,129
2015-11-18 09:22:05,-126
2016-02-05 04:24:59,100
2016-12-22 08:05:27,123
2016-04-13 03:00:41,105
2016-11-03 22:25:03,-16
2016-01-17 09:29:24,104
2017-09-04 20:33:51,137
2016-10-13 16:28:20,-65
2017-11-09 21:42:21,-98
2017-05-18 03:22:32,-41
2016-08-25 17:11:35,50
2016-01-07 05:42:08,-16
2017-10-27 08:08:18,63
2016-04-07 08:43:58,-69
2016-08-14 22:02:51,-143
2016-07-23 08:26:01,-42
2016-07-10 05:47:46,27
2017-03-29 02:55:18,-4
2017-05-20 17:41:29,-64
2017-01-20 05:28:35,85
2015-12-03 10:23:39,60
2017-07-15 18:41:14,129
2017-04-03 21:42:12,-114
2017-09-17 23:05:43,-135
2017-05-11 07:21:19,102
2016-04-30 02:18:57,113
2015-11-21 14:54:04,150
2017-05-19 23:00:43,3
2016-06-08 08:25:57,103
2015-11-18 21:35:12,-63
2017-06-29 19:56:33,6
2016-12-05 16:14:36,68
2016-11-16 03:32:37,-110
2017-08-08 22:29:14,13
2016-01-26 09:18:02,63
2015-12-01 17:51:04,131
2017-09-17 17:14:20,-39
2017-08-25 21:13:23,-19
2017-01-04 23:09:28,-133
2016-10-11 19:56:43,-59
2017-05-06 15:25:21,108
2017-06-09 02:20:27,98
2016-05-23 02:17:01,-20
2017-09-01 14:40:05,-37
2015-12-21 20:13:41,95
2015-11-14 06:45:34,75
2017-05-04 20:58:13,18
2016-10-14 22:37:05,-68
2016-06-11 14:21:58,-39
2016-06-02 00:34:48,26
2016-07-17 10:33:10,28
2016-03-18 00:43:09,-81
